000400706030082450051700038500000070009300020048001690300090500020614000607030901,892453716736182459451769238563928174179346825248571693314897562925614387687235941
016000004009203080500190070030576000401002090087000302200307860060900507000041000,316785924749263185528194673932576418451832796687419352294357861163928547875641239
300070000006803005174690002900408030085000000010007940000021754000000600730004891,358172469296843175174695382927418536485936217613257948869321754541789623732564891
508104029000069710000000300009200060004500070726480050905008000080320100002071004,578134629243869715691752348859217463134596872726483951915648237487325196362971584
001000026000108003790040500302760000005400039460031870510600047000000200040970010,851397426624158793793246581382769154175482639469531872518623947937814265246975318
401007309000051008067080200059004030803025700200800005740600080300010090090703006,481267359932451678567389241659174832813925764274836915745692183326518497198743526
000308074200500080004072090002780150051090000030600408000006703190400005560001002,915368274276549381384172596642783159851294637739615428428956713193427865567831942
098100004007006500300070620040003000200810053005907840060030010010602709704000030,698125374427386591351479628849253167276814953135967842962738415513642789784591236
408020600920700130760504000000000008040619720210005400000007006000290083059043070,438921657925768134761534892596472318843619725217385469382157946174296583659843271
602054900000700000130600020063500401709400008201069070000010509024300600500007800,672154983498723156135698724863572491759431268241869375387216549924385617516947832
050379600960000000070002403007020058810004020000056000090000015002040730000985200,254379681963418572178562493647123958815794326329856147496237815582641739731985264
053021800090003010620780030048000976007800003002000405000600090080357000010940200,753421869894563712621789534148235976567894123932176485475612398289357641316948257
001090200090540038000700056004607090800253000607080001103000472400030600020800500,561398247792546138348721956234617895819253764657489321183965472475132689926874513
000010026801006003009503004904300087203700000060028000300980500152400600000000402,435819726871246953629573814914365287283794165567128349346982571152437698798651432
940103052030000006650780000300008410075009260000200907000040009020010870080306540,948163752237594186651782394392678415175439268864251937513847629426915873789326541
062030710790080046000000900040002090605000030900150820400800200003014580800507000,562439718791285346384761952148372695625948137937156824456893271273614589819527463
020360000600004708805019200000052800000000496007601000300080104290007005510000030,721368549639524718845719263963452871152873496487691352376985124294137685518246937
001026048045800200070000090004090860306002070190030000000241000007900514003058006,931526748645879231872314695724195863356482179198637452569241387287963514413758926
040009500500070090000003820014200000802060100760004030036008040050902670007540019,143829567528671493679453821314295786892367154765184932936718245451932678287546319
040109027056000080197050000902700350018603000300080060000301209001208600400070000,843169527256437981197852436962714358518623794374985162685341279731298645429576813
000000900570900020200768530080020060000300708640095000910002600702410090803000001,436251987578934126291768534385127469129346758647895312914582673762413895853679241
710080000000002507408390000006230008040001090905746320600003040800560079020000010,712685934369412587458397162176239458243851796985746321697123845831564279524978613
390000400000081720002000503000764050140800600900025030600500307700002090013009086,391257468456381729872946513238764951145893672967125834629518347784632195513479286
007004600800910000940008035002300840003065700060481002000050400091602007650070901,127534698835916274946728135512397846483265719769481352278159463391642587654873921
204670100870400003059010204300026095000703600180005002000004509908000010060800300,234679158871452963659318274347126895592783641186945732713264589928537416465891327
019030000006507108020160473000410000005000600431790020000003209267008050800050040,719834562346527198528169473682415937975382614431796825154673289267948351893251746
009000800050026001281490006000380000600107300008005040000000910304702050000904730,469571823753826491281493576147389265625147389938265147572638914394712658816954732
700980001000614300840000500300062007080040000056803209009000802012490060000300050,763985421925614378841237596394562187287149635156873249439756812512498763678321954
070006012009030564804001300007010900300002005200648700050700400000080009402000103,573496812129837564864251397647315928318972645295648731951723486736184259482569173
091560270200908000060040008400807060950300000006094003580001042002000301307000500,891563274234978615765142938423857169958316427176294853589631742642785391317429586
800070050090123040004900002480000020901300760067010308300000085520040006100006009,812674953695123847734958612483769521951382764267415398376291485529847136148536279
506409100080000090340700602000002030030048005075010209100603400008020063000090570,526439187781265394349781652914572836632948715875316249197653428458127963263894571
200400508003000097054001600005618320002000084910000700300859000067030900020160000,296473518183526497754981632475618329632795184918342765341859276867234951529167843
800006005003204170090170000002358090000000000400702036007003051510490380020060940,871936425653284179294175863162358794735649218489712536947823651516497382328561947
807000400300050008000020017460900020008300050509071300901237800705019200006040000,857196432312754698694823517463985721178362954529471386941237865785619243236548179
010800040090053000807010006009460020050300610031080407570000031008000200000297005,315826749496753182827914356789461523254379618631582497572648931968135274143297865
